,Film_FirstReleaseMonth_Cat_April,Film_FirstReleaseMonth_Cat_August,Film_FirstReleaseMonth_Cat_December,Film_FirstReleaseMonth_Cat_February,Film_FirstReleaseMonth_Cat_January,Film_FirstReleaseMonth_Cat_July,Film_FirstReleaseMonth_Cat_June,Film_FirstReleaseMonth_Cat_March,Film_FirstReleaseMonth_Cat_May,Film_FirstReleaseMonth_Cat_November,Film_FirstReleaseMonth_Cat_October,Film_FirstReleaseMonth_Cat_September,Film_Metacritic,Genre_Action,Genre_Adventure,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_Film-Noir,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_Romance,Genre_Sci-Fi,Genre_Sport,Genre_Thriller,Genre_War,Genre_Western,Nomination_Film_Title,Nomination_Is_Winner,Nominations_Academy_Crew_OtherNomPrevYearCount,Nominations_Academy_Crew_OtherNomSameYearCount,Nominations_Academy_Crew_OtherWinPrevYearCount,Nominations_Academy_Film_ActorNomCount,Nominations_Academy_Film_ActressNomCount,Nominations_Academy_Film_BestPictureNomCount,Nominations_Academy_Film_DirectorNomCount,Nominations_Academy_Film_HasMajorNoms,Nominations_Academy_Film_OtherNomCount,Nominations_Academy_Film_ScreenplayNomCount,Nominations_Academy_Person_OtherBestActorNomPrevYearCount,Nominations_Academy_Person_OtherBestActorNomSameYearCount,Nominations_Academy_Person_OtherBestActorWinPrevYearCount,Nominations_Academy_Person_OtherBestSupportingActorNomPrevYearCount,Nominations_Academy_Person_OtherBestSupportingActorNomSameYearCount,Nominations_Academy_Person_OtherBestSupportingActorWinPrevYearCount,Nominations_Academy_Person_OtherNonBestActorNomPrevYearCount,Nominations_Academy_Person_OtherNonBestActorNomSameYearCount,Nominations_Academy_Person_OtherNonBestActorWinPrevYearCount,Person_Age,Person_Name
207,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Una giornata particolare  ,0,3,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,53,Marcello Mastroianni
208,0,0,0,0,0,0,0,0,0,0,1,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Equus  ,0,6,0,1,0,0,0,0,0,1,1,5,0,0,1,0,0,0,0,0,52,Richard Burton
209,0,0,0,0,0,0,0,1,0,0,0,0,92.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Annie Hall  ,0,6,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2,0,42,Woody Allen
210,0,0,0,0,0,0,0,0,0,1,0,0,83.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Network  ,1,11,0,4,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,60,Peter Finch
211,0,0,1,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Pasqualino Settebellezze  ,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,34,Giancarlo Giannini
212,0,0,0,1,0,0,0,0,0,0,0,0,94.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Taxi Driver  ,0,3,2,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,33,Robert De Niro
213,0,0,0,0,0,0,0,0,0,1,0,0,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Rocky  ,0,3,1,0,1,1,1,1,1,5,1,0,0,0,0,0,0,0,1,0,30,Sylvester Stallone
214,0,0,0,0,0,0,0,0,0,1,0,0,83.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Network  ,0,11,0,3,1,1,1,1,1,4,1,1,0,1,0,0,0,0,0,0,58,William Holden
215,0,0,0,0,0,0,0,0,0,1,0,0,83.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One Flew Over the Cuckoo's Nest  ,1,5,0,1,1,1,1,1,1,4,1,3,0,0,1,0,0,0,0,0,38,Jack Nicholson
216,0,0,0,0,0,0,0,0,0,0,0,1,86.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Dog Day Afternoon  ,0,4,1,0,0,0,1,1,0,2,1,2,0,0,1,0,0,0,0,0,35,Al Pacino
217,0,0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Give 'em Hell, Harry!  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54,James Whitmore
218,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Man in the Glass Booth  ,0,7,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,Maximilian Schell
219,0,0,0,0,0,0,0,0,0,1,0,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Sunshine Boys  ,0,3,1,2,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,55,Walter Matthau
220,0,1,0,0,0,0,0,0,0,0,0,0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Harry and Tonto  ,1,14,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56,Art Carney
221,0,0,1,0,0,0,0,0,0,0,0,0,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Godfather: Part II  ,0,8,4,4,0,0,1,1,0,7,1,1,0,0,1,0,0,0,0,0,34,Al Pacino
222,0,0,0,0,0,0,0,0,0,1,0,0,63.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Murder on the Orient Express  ,0,17,0,7,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,38,Albert Finney
223,0,0,0,0,0,0,0,0,0,1,0,0,61.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lenny  ,0,1,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,37,Dustin Hoffman
224,0,0,0,0,0,0,1,0,0,0,0,0,92.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Chinatown  ,0,26,1,3,1,1,1,1,1,6,1,2,0,0,1,0,0,0,0,0,37,Jack Nicholson
225,0,0,0,1,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Save the Tiger  ,1,0,1,2,0,0,0,0,0,1,1,3,0,0,0,0,1,0,0,0,48,Jack Lemmon
226,0,0,1,0,0,0,0,0,0,0,0,0,87.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Serpico  ,0,3,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,33,Al Pacino
227,0,0,1,0,0,0,0,0,0,0,0,0,89.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Last Detail  ,0,7,2,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,36,Jack Nicholson
228,0,0,0,0,0,0,0,0,0,0,1,0,77.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Ultimo tango a Parigi  ,0,1,0,0,0,0,0,1,0,0,0,4,0,2,0,0,0,0,0,0,49,Marlon Brando
229,0,0,1,0,0,0,0,0,0,0,0,0,83.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Sting  ,0,49,0,13,0,0,1,1,0,6,1,0,0,0,0,0,0,0,0,0,37,Robert Redford
230,0,0,0,0,0,0,0,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Godfather  ,1,9,2,3,0,0,1,1,0,7,1,4,0,1,0,0,0,0,0,0,48,Marlon Brando
231,0,0,1,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Sleuth  ,0,11,0,5,0,0,0,1,0,1,0,6,0,1,0,0,0,1,0,1,65,Laurence Olivier
232,0,0,1,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Sleuth  ,0,17,0,7,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,39,Michael Caine
233,0,0,0,0,0,0,0,0,0,0,0,1,80.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sounder  ,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,33,Paul Winfield
234,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Ruling Class  ,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,40,Peter O'Toole
235,0,0,0,0,0,0,0,0,0,0,1,0,94.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,The French Connection  ,1,0,0,0,0,0,1,1,0,4,1,0,0,0,2,0,0,0,0,0,41,Gene Hackman
236,0,0,1,0,0,0,0,0,0,0,0,0,72.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,The Hospital  ,0,2,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,44,George C. Scott
237,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday Bloody Sunday  ,0,5,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,55,Peter Finch
238,0,0,0,0,0,0,0,0,0,0,1,0,67.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Fiddler on the Roof  ,0,7,1,5,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,36,Topol
239,0,0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kotch  ,0,15,0,4,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,51,Walter Matthau
240,0,0,0,1,0,0,0,0,0,0,0,0,91.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Patton  ,1,11,2,6,0,0,1,1,0,6,1,0,0,0,2,0,0,0,0,0,43,George C. Scott
241,0,0,0,0,0,0,0,0,0,0,0,1,85.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Five Easy Pieces  ,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,33,Jack Nicholson
242,0,0,0,0,0,0,0,0,0,0,1,0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,The Great White Hope  ,0,42,3,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,James Earl Jones
243,0,0,0,0,0,0,0,0,0,0,1,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I Never Sang for My Father  ,0,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,69,Melvyn Douglas
244,0,0,1,0,0,0,0,0,0,0,0,0,84.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Love Story  ,0,2,0,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,29,Ryan O'Neal
245,0,0,0,0,0,0,1,0,0,0,0,0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True Grit  ,1,28,2,6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,62,John Wayne
246,0,0,0,0,0,0,0,0,1,0,0,0,79.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Midnight Cowboy  ,0,1,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,32,Dustin Hoffman
247,0,0,0,0,0,0,0,0,1,0,0,0,79.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Midnight Cowboy  ,0,2,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,31,Jon Voight
248,0,0,0,0,0,0,0,0,0,1,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Goodbye, Mr. Chips  ",0,12,0,3,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,37,Peter O'Toole
249,0,0,1,0,0,0,0,0,0,0,0,0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Anne of the Thousand Days  ,0,11,0,2,1,1,1,0,0,6,1,4,0,0,1,0,0,0,0,0,44,Richard Burton
250,0,0,0,0,0,0,0,0,0,0,0,1,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Charly  ,1,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Cliff Robertson
251,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Heart Is a Lonely Hunter  ,0,17,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,34,Alan Arkin
252,0,0,1,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Fixer  ,0,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,Alan Bates
253,0,0,0,0,0,0,0,0,0,0,1,0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Lion in Winter  ,0,10,0,3,1,1,1,1,1,2,1,2,0,0,0,0,0,0,0,0,36,Peter O'Toole
254,0,0,0,0,0,0,0,0,0,0,0,1,74.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oliver!  ,0,9,0,6,0,0,1,1,0,8,1,0,0,0,0,0,0,0,0,0,44,Ron Moody
255,0,1,0,0,0,0,0,0,0,0,0,0,75.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,In the Heat of the Night  ,1,13,1,7,0,0,1,1,0,3,1,1,0,0,1,0,0,0,0,0,42,Rod Steiger
256,0,0,1,0,0,0,0,0,0,0,0,0,83.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,The Graduate  ,0,8,1,5,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,30,Dustin Hoffman
257,0,0,0,0,0,0,0,0,0,1,0,0,91.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cool Hand Luke  ,0,12,1,1,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,42,Paul Newman
258,0,0,1,0,0,0,0,0,0,0,0,0,63.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guess Who's Coming to Dinner  ,0,45,1,6,1,1,1,1,1,5,1,6,0,2,0,0,0,0,0,0,67,Spencer Tracy
259,0,1,0,0,0,0,0,0,0,0,0,0,86.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bonnie and Clyde  ,0,5,0,2,1,1,1,1,1,5,1,0,0,0,0,0,0,0,1,0,30,Warren Beatty
260,0,0,1,0,0,0,0,0,0,0,0,0,72.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A Man for All Seasons  ,1,14,1,8,0,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,44,Paul Scofield
261,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,The Russians Are Coming the Russians Are Coming  ,0,12,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,32,Alan Arkin
262,0,0,0,0,0,0,0,1,0,0,0,0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alfie  ,0,1,0,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,33,Michael Caine
263,0,0,0,0,0,0,1,0,0,0,0,0,75.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Who's Afraid of Virginia Woolf?  ,0,30,0,9,1,1,1,1,1,8,1,3,0,0,1,0,0,0,0,0,41,Richard Burton
264,0,0,1,0,0,0,0,0,0,0,0,0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,The Sand Pebbles  ,0,28,1,12,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,36,Steve McQueen
265,0,0,0,0,0,0,1,0,0,0,0,0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Cat Ballou  ,1,11,2,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,41,Lee Marvin
266,0,0,1,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Othello  ,0,9,0,1,0,0,0,0,0,3,0,5,0,1,0,0,0,1,0,1,58,Laurence Olivier
267,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Ship of Fools  ,0,41,4,10,1,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,43,Oskar Werner
268,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,The Spy Who Came In from the Cold  ,0,24,2,3,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,40,Richard Burton
269,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Pawnbroker  ,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,Rod Steiger
270,0,0,0,0,0,0,0,0,0,0,1,0,95.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,My Fair Lady  ,1,39,0,9,0,0,1,1,0,8,1,1,0,0,0,0,0,0,0,0,56,Rex Harrison
271,0,0,1,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexis Zorbas  ,0,0,0,0,0,0,1,1,0,3,1,1,0,0,0,0,2,0,0,0,49,Anthony Quinn
272,0,0,0,0,0,0,0,1,0,0,0,0,68.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Becket  ,0,9,0,4,0,0,1,1,0,7,1,1,0,0,0,0,0,0,0,0,32,Peter O'Toole
273,0,0,0,0,1,0,0,0,0,0,0,0,97.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb  ,0,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,39,Peter Sellers
274,0,0,0,0,0,0,0,1,0,0,0,0,68.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Becket  ,0,8,0,4,0,0,1,1,0,7,1,1,0,0,1,0,0,0,0,0,39,Richard Burton
275,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lilies of the Field  ,1,6,0,2,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,36,Sidney Poitier
276,0,0,0,0,0,0,1,0,0,0,0,0,77.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tom Jones  ,0,0,0,1,0,0,1,1,0,6,1,0,0,0,0,0,0,0,0,0,27,Albert Finney
277,0,0,0,0,0,0,0,0,1,0,0,0,62.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Hud  ,0,52,5,15,1,1,0,1,0,3,1,2,0,0,0,0,0,0,0,0,38,Paul Newman
278,0,0,0,0,0,0,1,0,0,0,0,0,60.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Cleopatra  ,0,78,1,27,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,55,Rex Harrison
279,0,0,0,1,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,This Sporting Life  ,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,Richard Harris
280,0,0,1,0,0,0,0,0,0,0,0,0,88.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,To Kill a Mockingbird  ,1,9,3,2,0,0,1,1,0,4,1,4,0,0,0,0,0,0,0,0,46,Gregory Peck
281,0,0,0,0,0,1,0,0,0,0,0,0,76.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Birdman of Alcatraz  ,0,11,0,5,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,49,Burt Lancaster
282,0,0,1,0,0,0,0,0,0,0,0,0,74.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Days of Wine and Roses  ,0,18,1,3,1,1,0,0,0,3,0,2,0,0,0,0,1,0,0,0,37,Jack Lemmon
